NCBI_Accession	Directory_Name	Species	Common_Name
GCA_951640355.1	Cnephaeus_nilssonii__Northern_bat__HLeptNil3__GCA_951640355.1	Cnephaeus nilssonii	Northern bat
DNA Zoo Consortium	Corynorhinus_rafinesquii__Rafinesques_big-eared_bat__HLcorRaf1	Corynorhinus rafinesquii	Rafinesques big-eared bat
GCA_026230055.1	Corynorhinus_townsendii__Townsends_big-eared_bat__HLcorTow1A__GCA_026230055.1	Corynorhinus townsendii	Townsends big-eared bat
GCA_026230045.1	Corynorhinus_townsendii__Townsends_big-eared_bat__HLcorTow1B__GCA_026230045.1	Corynorhinus townsendii	Townsends big-eared bat
GCF_027574615.1	Eptesicus_fuscus__big_brown_bat__HLeptFus3__GCF_027574615.1	Eptesicus fuscus	big brown bat
GCA_025583905.1	Ia_io__Great_evening_bat__HLiaxIox1__GCA_025583905.1	Ia io	Great evening bat
GCA_054824925.1	Ia_io__Great_evening_bat__HLiaxIox2A__GCA_054824925.1	Ia io	Great evening bat
GCA_011751065.1	Lasiurus_cinereus__hoary_bat__HLaeoCin1__GCA_011751065.1	Lasiurus cinereus	hoary bat
GCA_004026805.1	Lasiurus_borealis__red_bat__HLlasBor1__GCA_004026805.1	Lasiurus borealis	red bat
GCA_004026665.1	Murina_feae__Little_tube-nosed_bat__HLmurAurFea1__GCA_004026665.1	Murina feae	Little tube-nosed bat
GCF_963259705.1	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	Myotis daubentonii	Daubentons bat
GCA_963259705.2	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	Myotis daubentonii	Daubentons bat
GCA_965115925.1	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	Myotis emarginatus	Geoffroys bat
GCA_965115945.1	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1B__GCA_965115945.1	Myotis emarginatus	Geoffroys bat
GCA_965115925.2	Myotis_emarginatus__Geoffroys_bat__HLmyoEmar2A__GCA_965115925.2	Myotis emarginatus	Geoffroys bat
GCA_038630795.1	Myotis_findleyi__Findleys_myotis__HLmyoFin1__GCA_038630795.1	Myotis findleyi	Findleys myotis
DNA Zoo Consortium	Myotis_lucifugus__little_brown_bat__HLmyoLuc1	Myotis lucifugus	little brown bat
GCA_014108235.1	Myotis_myotis__greater_mouse-eared_bat__HLmyoMyo6__GCA_014108235.1	Myotis myotis	greater mouse-eared bat
GCA_964094495.2	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	Myotis mystacinus	Whiskered bat
GCA_964195625.1	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	Myotis mystacinus	Whiskered bat
GCA_964094495.3	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	Myotis mystacinus	Whiskered bat
GCA_964212035.1	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	Myotis nattereri	Natterers bat
GCA_964212025.1	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	Myotis nattereri	Natterers bat
GCA_964212035.2	Myotis_nattereri__Natterers_bat__HLmyoNatt2A__GCA_964212035.2	Myotis nattereri	Natterers bat
GCA_964212025.2	Myotis_nattereri__Natterers_bat__HLmyoNatt2B__GCA_964212025.2	Myotis nattereri	Natterers bat
GCA_054855985.1	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	Myotis nesopolus	Cucacao Myotis
GCA_036250175.1	Myotis_planiceps__flat-headed_Myotis__HLmyoPla1__GCA_036250175.1	Myotis planiceps	flat-headed Myotis
GCA_036010255.1	Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	Myotis pilosus	Ricketts big-footed Myotis
DNA Zoo Consortium	Myotis_septentrionalis__Northern_long-eared_myotis__HLmyoSep1	Myotis septentrionalis	Northern long-eared myotis
GCA_035771395.1	Myotis_vivesi__fish-eating_bat__HLmyoViv1__GCA_035771395.1	Myotis vivesi	fish-eating bat
GCA_028536395.1	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	Myotis yumanensis	Yuma myotis
GCA_028538775.1	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	Myotis yumanensis	Yuma myotis
GCF_000412655.1	Myotis_brandtii__Brandts_myotis_bat__myoBra1__GCF_000412655.1	Myotis brandtii	Brandts myotis bat
GCF_000327345.1	Myotis_davidii__Davids_myotis_bat__myoDav1__GCF_000327345.1	Myotis davidii	Davids myotis bat
GCA_054100705.1	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	Neoeptesicus chiriquinus	Chiriquinan serotine
GCA_054099605.1	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1B__GCA_054099605.1	Neoeptesicus chiriquinus	Chiriquinan serotine
GCA_054644455.1	Neoeptesicus_furinalis__Argentine_brown_bat__HLneoFuri1A__GCA_054644455.1	Neoeptesicus furinalis	Argentine brown bat
GCA_036971965.1	Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1	Nyctalus aviator	birdlike noctule
GCA_964264875.1	Nyctalus_leisleri__Lesser_noctule__HLnycLei1A__GCA_964264875.1	Nyctalus leisleri	Lesser noctule
GCA_964264895.1	Nyctalus_leisleri__Lesser_noctule__HLnycLei1B__GCA_964264895.1	Nyctalus leisleri	Lesser noctule
GCA_964264875.2	Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2	Nyctalus leisleri	Lesser noctule
GCA_964264895.2	Nyctalus_leisleri__Lesser_noctule__HLnycLeis2B__GCA_964264895.2	Nyctalus leisleri	Lesser noctule
GCA_007922795.1	Nycticeius_humeralis__evening_bat__HLnycHum2__GCA_007922795.1	Nycticeius humeralis	evening bat
GCA_044885105.1	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	Pipistrellus abramus	Japanese house bat
GCA_964339955.1	Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	Pipistrellus hanaki	Hanakis dwarf bat
GCA_014108245.1	Pipistrellus_kuhlii__Kuhls_pipistrelle__HLpipKuh2__GCA_014108245.1	Pipistrellus kuhlii	Kuhls pipistrelle
GCA_963693515.1	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1A__GCA_963693515.1	Pipistrellus nathusii	Nathusiuss pipistrelle
GCA_963693525.1	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	Pipistrellus nathusii	Nathusiuss pipistrelle
GCA_964656225.2	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNath2A__GCA_964656225.2	Pipistrellus nathusii	Nathusiuss pipistrelle
GCA_004026625.1	Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip1__GCA_004026625.1	Pipistrellus pipistrellus	common pipistrelle
GCA_903992545.1	Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1	Pipistrellus pipistrellus	common pipistrelle
GCA_965203405.2	Pipistrellus_pipistrellus__Common_pipistrelle__HLpipPipi3A__GCA_965203405.2	Pipistrellus pipistrellus	Common pipistrelle
GCA_965204225.2	Pipistrellus_pipistrellus__Common_pipistrelle__HLpipPipi3B__GCA_965204225.2	Pipistrellus pipistrellus	Common pipistrelle
GCA_949987585.1	Pipistrellus_pygmaeus__soprano_pipistrelle__HLpipPyg1__GCA_949987585.1	Pipistrellus pygmaeus	soprano pipistrelle
GCA_963455305.1	Plecotus_auritus__brown_big-eared_bat__HLpleAur1__GCA_963455305.1	Plecotus auritus	brown big-eared bat
Sciencedb https://doi.org/10.57760/sciencedb.11285	Plecotus_auritus__brown_big-eared_bat__HLpleAur2	Plecotus auritus	brown big-eared bat
GCA_055860955.1	Tylonycteris_robustula__Greater_bamboo_bat__HLtylRobu1__GCA_055860955.1	Tylonycteris robustula	Greater bamboo bat
GCA_963924515.1	Vespertilio_murinus__particolored_bat__HLvesMur1__GCA_963924515.1	Vespertilio murinus	particolored bat
GCA_963924515.2	Vespertilio_murinus__Particolored_bat__HLvesMuri2A__GCA_963924515.2	Vespertilio murinus	Particolored bat
GCA_963924695.2	Vespertilio_murinus__Particolored_bat__HLvesMuri2B__GCA_963924695.2	Vespertilio murinus	Particolored bat
GCA_009793145.1	Cynopterus_brachyotis__lesser_short-nosed_fruit_bat__HLcynBra1__GCA_009793145.1	Cynopterus brachyotis	lesser short-nosed fruit bat
GCA_030015415.1	Cynopterus_sphinx__Indian_short-nosed_fruit_bat__HLcynSph1__GCA_030015415.1	Cynopterus sphinx	Indian short-nosed fruit bat
GCA_004027375.1	Macroglossus_sobrinus__Long-tongued_fruit_bat__HLmacSob1__GCA_004027375.1	Macroglossus sobrinus	Long-tongued fruit bat
GCA_028627145.1	Eidolon_dupreanum__Malagasy_straw-colored_fruit_bat__HLeidDup1__GCA_028627145.1	Eidolon dupreanum	Malagasy straw-colored fruit bat
DNA Zoo Consortium	Eidolon_helvum__straw-colored_fruit_bat__HLeidHel2	Eidolon helvum	straw-colored fruit bat
GCA_902729225.1	Pteropus_medius__Indian_flying_fox__HLpteGig1__GCA_902729225.1	Pteropus medius	Indian flying fox
GCA_014363405.1	Pteropus_pselaphon__Bonin_flying_fox__HLptePse1__GCA_014363405.1	Pteropus pselaphon	Bonin flying fox
DNA Zoo Consortium	Pteropus_rodricensis__Rodriguez_flying_fox__HLpteRod1	Pteropus rodricensis	Rodriguez flying fox
GCA_028533765.1	Pteropus_rufus__Malagasy_flying_fox__HLpteRuf1__GCA_028533765.1	Pteropus rufus	Malagasy flying fox
GCA_056363885.1	Pteropus_rufus__Malagasy_flying_fox__HLpteRufu2A__GCA_056363885.1	Pteropus rufus	Malagasy flying fox
DNA Zoo Consortium	Pteropus_vampyrus__large_flying_fox__HLpteVam3	Pteropus vampyrus	large flying fox
GCF_000325575.1	Pteropus_alecto__black_flying_fox__pteAle1__GCF_000325575.1	Pteropus alecto	black flying fox
GCA_014176215.1	Rousettus_aegyptiacus__Egyptian_rousette__HLrouAeg4__GCA_014176215.1	Rousettus aegyptiacus	Egyptian rousette
GCA_015472975.1	Rousettus_leschenaultii__Leschenaults_rousette__HLrouLes1__GCA_015472975.1	Rousettus leschenaultii	Leschenaults rousette
GCA_053538355.1	Rousettus_leschenaultii__Leschenaults_rousette__HLrouLesc2A__GCA_053538355.1	Rousettus leschenaultii	Leschenaults rousette
GCA_028533395.1	Rousettus_madagascariensis__Madagascan_rousette__HLrouMad1__GCA_028533395.1	Rousettus madagascariensis	Madagascan rousette
GCA_004027555.1	Craseonycteris_thonglongyai__hog-nosed_bat__HLcraTho1__GCA_004027555.1	Craseonycteris thonglongyai	hog-nosed bat
GCA_043727835.1	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto2__GCA_043727835.1	Aselliscus stoliczkanus	Stoliczkas trident bat
GCA_033961575.1	Aselliscus_stoliczkanus__Stoliczkas_trident_bat__HLaseSto4__GCA_033961575.1	Aselliscus stoliczkanus	Stoliczkas trident bat
GCA_043880285.1	Doryrhina_cyclops__cyclops_roundleaf_bat__HLhipCyc2__GCA_043880285.1	Doryrhina cyclops	cyclops roundleaf bat
GCA_001890085.1	Hipposideros_armiger__great_roundleaf_bat__HLhipArm1__GCA_001890085.1	Hipposideros armiger	great roundleaf bat
GCA_004027415.1	Hipposideros_galeritus__Cantors_roundleaf_bat__HLhipGal1__GCA_004027415.1	Hipposideros galeritus	Cantors roundleaf bat
GCA_021464545.1	Hipposideros_pendleburyi__Pendleburys_leaf-nosed_bat__HLhipPen1__GCA_021464545.1	Hipposideros pendleburyi	Pendleburys leaf-nosed bat
GCA_043727955.1	Hipposideros_larvatus__Intermediate_roundleaf_bat__HLhipLar2__GCA_043727955.1	Hipposideros larvatus	Intermediate roundleaf bat
Sciencedb https://doi.org/10.57760/sciencedb.11285	Hipposideros_larvatus__Intermediate_roundleaf_bat__HLhipLar3	Hipposideros larvatus	Intermediate roundleaf bat
GCA_004026885.1	Lyroderma_lyra__Indian_false_vampire__HLmegLyr2__GCA_004026885.1	Lyroderma lyra	Indian false vampire
GCA_055471755.1	Macroderma_gigas__Australian_ghost_bat__HLmacGiga1__GCA_055471755.1	Macroderma gigas	Australian ghost bat
GCA_043880595.1	Megaderma_spasma__lesser_false_vampire_bat__HLmegSpa1__GCA_043880595.1	Megaderma spasma	lesser false vampire bat
GCA_043728065.1	Rhinolophus_affinis__intermediate_horseshoe_bat__HLrhiAff2__GCA_043728065.1	Rhinolophus affinis	intermediate horseshoe bat
GCA_040057535.1	Rhinolophus_affinis__Intermediate_horseshoe_bat__HLrhiAff4__GCA_040057535.1	Rhinolophus affinis	Intermediate horseshoe bat
GCA_054645015.1	Rhinolophus_clivosus__Geoffroys_horseshoe_bat__HLrhiCliv1A__GCA_054645015.1	Rhinolophus clivosus	Geoffroys horseshoe bat
GCA_014108255.1	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer5__GCA_014108255.1	Rhinolophus ferrumequinum	greater horseshoe bat
GCF_004115265.1	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer6__GCF_004115265.1	Rhinolophus ferrumequinum	greater horseshoe bat
GCA_964194185.1	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1A__GCA_964194185.1	Rhinolophus hipposideros	Lesser horseshoe bat
GCA_964194215.1	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1B__GCA_964194215.1	Rhinolophus hipposideros	Lesser horseshoe bat
GCA_964194215.2	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHipp2A__GCA_964194215.2	Rhinolophus hipposideros	Lesser horseshoe bat
GCA_043748575.1	Rhinolophus_perniger_lanosus__Northern_woolly_horseshoe_bat__HLrhiLuc4__GCA_043748575.1	Rhinolophus perniger lanosus	Northern woolly horseshoe bat
GCA_041825415.1	Rhinolophus_rex__king_horseshoe_bat__HLrhiRex1__GCA_041825415.1	Rhinolophus rex	king horseshoe bat
GCA_043880425.1	Rhinolophus_yonghoiseni__Yong_Hoi_Sens_woolly_horseshoe_bat__HLrhiSed2__GCA_043880425.1	Rhinolophus yonghoiseni	Yong Hoi Sens woolly horseshoe bat
GCA_001888835.1	Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin1__GCA_001888835.1	Rhinolophus sinicus	Chinese rufous horseshoe bat
GCA_036562045.1	Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin4__GCA_036562045.1	Rhinolophus sinicus	Chinese rufous horseshoe bat
GCA_043728145.1	Rhinolophus_trifoliatus__Trefoil_horseshoe_bat__HLrhiTri2__GCA_043728145.1	Rhinolophus trifoliatus	Trefoil horseshoe bat
GCA_055761895.1	Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1A__GCA_055761895.1	Rhinopoma cystops	Egyptian mouse-tailed bat
GCA_055761905.1	Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1B__GCA_055761905.1	Rhinopoma cystops	Egyptian mouse-tailed bat
GCA_043880545.1	Rhinopoma_microphyllum__Greater_mouse-tailed_bat__HLrhiMic1__GCA_043880545.1	Rhinopoma microphyllum	Greater mouse-tailed bat
GCF_950295315.1	Erinaceus_europaeus__western_European_hedgehog__HLeriEur3__GCF_950295315.1	Erinaceus europaeus	western European hedgehog
GCA_004363575.1	Solenodon_paradoxus__Hispaniolan_solenodon__HLsolPar1__GCA_004363575.1	Solenodon paradoxus	Hispaniolan solenodon
GCA_965212715.1	Crocidura_zimmermanni__Zimmermanns_shrew__HLcroZim1__GCA_965212715.1	Crocidura zimmermanni	Zimmermanns shrew
GCA_965212715.2	Crocidura_gueldenstaedtii__Guldenstadts_white-toothed_shrew__HLcroGuel1__GCA_965212715.2	Crocidura gueldenstaedtii	Guldenstadts white-toothed shrew
GCA_054737625.1	Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1	Scutisorex somereni	Hero shrew
GCF_024139225.1	Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1	Suncus etruscus	white-toothed pygmy shrew
GCA_055769025.1	Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1	Suncus murinus	House shrew
GCA_051295465.1	Blarina_brevicauda__Short-tailed_shrew__HLblaBrev1__GCA_051295465.1	Blarina brevicauda	Short-tailed shrew
GCA_021461705.1	Cryptotis_parvus__least_shrew__HLcryPar1__GCA_021461705.1	Cryptotis parvus	least shrew
GCF_027595985.1	Sorex_araneus__European_shrew__HLsorAra3__GCF_027595985.1	Sorex araneus	European shrew
GCA_026122425.1	Sorex_cinereus__cinereus_shrew__HLsorCin1__GCA_026122425.1	Sorex cinereus	cinereus shrew
GCF_029834395.1	Sorex_fumeus__smoky_shrew__HLsorFum1__GCF_029834395.1	Sorex fumeus	smoky shrew
GCA_051176035.1	Sorex_hoyi__Pygmy_shrew__HLsorHoyi1__GCA_051176035.1	Sorex hoyi	Pygmy shrew
GCA_030324115.1	Sorex_maritimensis__Maritime_shrew__HLsorMar1__GCA_030324115.1	Sorex maritimensis	Maritime shrew
GCA_041430695.1	Sorex_ornatus__Ornate_shrew__HLsorOrn1A__GCA_041430695.1	Sorex ornatus	Ornate shrew
GCA_041430635.1	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	Sorex ornatus	Ornate shrew
GCF_000260355.1	Condylura_cristata__star-nosed_mole__conCri1__GCF_000260355.1	Condylura cristata	star-nosed mole
GCA_965120235.1	Desmana_moschata__Insectivores__HLdesMos1__GCA_965120235.1	Desmana moschata	Insectivores
GCA_019455555.1	Galemys_pyrenaicus__Pyrenean_desman__HLgalPyr1__GCA_019455555.1	Galemys pyrenaicus	Pyrenean desman
GCA_054767415.1	Mogera_wogura__Japanese_mole__HLmogWogu2__GCA_054767415.1	Mogera wogura	Japanese mole
GCA_004024925.1	Scalopus_aquaticus__eastern_mole__HLscaAqu1__GCA_004024925.1	Scalopus aquaticus	eastern mole
GCA_042919465.1	Scaptochirus_moschatus__Short-faced_mole__HLscaMos1__GCA_042919465.1	Scaptochirus moschatus	Short-faced mole
GCA_964194135.1	Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1	Talpa europaea	European mole
GCA_964194205.1	Talpa_europaea__European_mole__HLtalEur1B__GCA_964194205.1	Talpa europaea	European mole
GCA_014898055.1	Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1	Talpa occidentalis	Iberian mole
GCA_004024945.1	Uropsilus_gracilis__gracile_shrew_mole__HLuroGra1__GCA_004024945.1	Uropsilus gracilis	gracile shrew mole
GCA_016077325.1	Equus_asinus__ass__HLequAsi3__GCA_016077325.1	Equus asinus	ass
GCF_041296235.1	Equus_asinus__Ass__HLequAsin4__GCF_041296235.1	Equus asinus	Ass
GCA_052445885.1	Equus_asinus__Donkey__HLequAsin5__GCA_052445885.1	Equus asinus	Donkey
GCF_041296265.1	Equus_caballus__Horse__HLequCaba4__GCF_041296265.1	Equus caballus	Horse
GCA_052818215.1	Equus_caballus__Horse__HLequCaba5__GCA_052818215.1	Equus caballus	Horse
GCA_052150635.1	Equus_kiang__Kiang__HLequKian1__GCA_052150635.1	Equus kiang	Kiang
GCF_037783145.1	Equus_przewalskii__Przewalskis_horse__HLequPrze2__GCF_037783145.1	Equus przewalskii	Przewalskis horse
GCF_021613505.1	Equus_quagga__plains_zebra__HLequQua2__GCF_021613505.1	Equus quagga	plains zebra
DNA Zoo Consortium	Equus_zebra__mountain_zebra__HLequZeb1	Equus zebra	mountain zebra
GCF_002863925.1	Equus_caballus__horse__equCab3__GCF_002863925.1	Equus caballus	horse
GCF_000696695.1	Equus_przewalskii__Przewalskis_horse__equPrz1__GCF_000696695.1	Equus przewalskii	Przewalskis horse
GCA_003033725.1	Equus_asinus_asinus__ass__HLequAsiAsi2__GCA_003033725.1	Equus asinus asinus	ass
DNA Zoo Consortium	Equus_quagga_quagga__quagga__HLequQua1	Equus quagga quagga	quagga
DNA Zoo Consortium	Equus_quagga_boehmi__Grants_zebra__HLequQuaBoe1	Equus quagga boehmi	Grants zebra
GCA_021442165.1	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	Ceratotherium simum cottoni	northern white rhinoceros
GCA_023653735.1	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	Ceratotherium simum simum	Southern white rhinoceros
GCA_002844835.1	Dicerorhinus_sumatrensis_sumatrensis__Sumatran_rhinoceros__HLdicSum1__GCA_002844835.1	Dicerorhinus sumatrensis sumatrensis	Sumatran rhinoceros
GCA_014189135.1	Dicerorhinus_sumatrensis_harrissoni__Sumatran_rhinoceros__HLdicSumHar2__GCA_014189135.1	Dicerorhinus sumatrensis harrissoni	Sumatran rhinoceros
GCA_020826845.1	Diceros_bicornis_minor__black_rhinoceros__HLdicBicMin2__GCA_020826845.1	Diceros bicornis minor	black rhinoceros
DNA Zoo Consortium	Rhinoceros_unicornis__greater_Indian_rhinoceros__HLrhiUni1	Rhinoceros unicornis	greater Indian rhinoceros
GCA_004024905.1	Tapirus_indicus__Asiatic_tapir__HLtapInd1__GCA_004024905.1	Tapirus indicus	Asiatic tapir
DNA Zoo Consortium	Tapirus_indicus__Asiatic_tapir__HLtapInd2	Tapirus indicus	Asiatic tapir
GCA_031878655.1	Tapirus_indicus__Asiatic_tapir__HLtapIndi3A__GCA_031878655.1	Tapirus indicus	Asiatic tapir
GCA_031878705.1	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	Tapirus indicus	Asiatic tapir
GCA_004025025.1	Tapirus_terrestris__Brazilian_tapir__HLtapTer1__GCA_004025025.1	Tapirus terrestris	Brazilian tapir
DNA Zoo Consortium	Tapirus_terrestris__Brazilian_tapir__HLtapTer2	Tapirus terrestris	Brazilian tapir
GCA_024605085.1	Manis_javanica__Malayan_pangolin__HLmanJav3__GCA_024605085.1	Manis javanica	Malayan pangolin
GCF_040802235.1	Manis_javanica__Malayan_pangolin__HLmanJava4__GCF_040802235.1	Manis javanica	Malayan pangolin
GCF_030020395.1	Manis_pentadactyla__Chinese_pangolin__HLmanPen4__GCF_030020395.1	Manis pentadactyla	Chinese pangolin
GCA_004765945.1	Phataginus_tricuspis__Tree_pangolin__HLmanTri1__GCA_004765945.1	Phataginus tricuspis	Tree pangolin
DNA Zoo Consortium	Phataginus_tricuspis__Tree_pangolin__HLphaTri2	Phataginus tricuspis	Tree pangolin
GCA_032199065.1	Smutsia_gigantea__Giant_pangolin__HLsmuGig1__GCA_032199065.1	Smutsia gigantea	Giant pangolin
GCA_004025125.1	Tolypeutes_matacus__southern_three-banded_armadillo__HLtolMat1__GCA_004025125.1	Tolypeutes matacus	southern three-banded armadillo
GCA_026826555.1	Tolypeutes_matacus__southern_three-banded_armadillo__HLtolMata2__GCA_026826555.1	Tolypeutes matacus	southern three-banded armadillo
GCF_030445035.1	Dasypus_novemcinctus__nine-banded_armadillo__HLdasNov4__GCF_030445035.1	Dasypus novemcinctus	nine-banded armadillo
GCF_030445035.2	Dasypus_novemcinctus__Nine-banded_armadillo__HLdasNove5A__GCF_030445035.2	Dasypus novemcinctus	Nine-banded armadillo
GCA_963992745.1	Bradypus_torquatus__Maned_three-toed_sloth__HLbraTor4__GCA_963992745.1	Bradypus torquatus	Maned three-toed sloth
GCF_015220235.1	Choloepus_didactylus__southern_two-toed_sloth__HLchoDid2__GCF_015220235.1	Choloepus didactylus	southern two-toed sloth
DNA Zoo Consortium	Choloepus_hoffmanni__Hoffmanns_two-fingered_sloth__HLchoHof3	Choloepus hoffmanni	Hoffmanns two-fingered sloth
DNA Zoo Consortium	Myrmecophaga_tridactyla__giant_anteater__HLmyrTri2	Myrmecophaga tridactyla	giant anteater
GCA_023851605.1	Tamandua_tetradactyla__southern_tamandua__HLtamTet2__GCA_023851605.1	Tamandua tetradactyla	southern tamandua
GCA_016432865.1	Antechinus_flavipes__yellow-footed_antechinus__HLantFla1__GCA_016432865.1	Antechinus flavipes	yellow-footed antechinus
